voter,choice,created,proposal
0x1f540E4D3211D393C31Fa343cFFD080D9B11b29e,1,1648761189,"{'id': '0x828033057bdb4f14cecefe5939483f3f3bfab997877768624eac86e73ef8e351', 'title': '[PIP-73] BTC++ Health-Check', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1648487985, 'start': 1648487881, 'end': 1649092800, 'choices': ['For', 'Against', 'Need more information']}"
0x03C65618d9Ca830d9099B66bA6bd52A3B0344f82,1,1648759861,"{'id': '0x828033057bdb4f14cecefe5939483f3f3bfab997877768624eac86e73ef8e351', 'title': '[PIP-73] BTC++ Health-Check', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1648487985, 'start': 1648487881, 'end': 1649092800, 'choices': ['For', 'Against', 'Need more information']}"
0xa1E91a4CF28f8C098C7bAb3093734Ad38B89f278,1,1648759219,"{'id': '0x828033057bdb4f14cecefe5939483f3f3bfab997877768624eac86e73ef8e351', 'title': '[PIP-73] BTC++ Health-Check', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1648487985, 'start': 1648487881, 'end': 1649092800, 'choices': ['For', 'Against', 'Need more information']}"
0x976DcA1615502419B7003A1853E022b023d47Cf4,1,1648755746,"{'id': '0x828033057bdb4f14cecefe5939483f3f3bfab997877768624eac86e73ef8e351', 'title': '[PIP-73] BTC++ Health-Check', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1648487985, 'start': 1648487881, 'end': 1649092800, 'choices': ['For', 'Against', 'Need more information']}"
0x15579f74c1B93B573C0a4d865011EC68f909FD02,1,1648744510,"{'id': '0x828033057bdb4f14cecefe5939483f3f3bfab997877768624eac86e73ef8e351', 'title': '[PIP-73] BTC++ Health-Check', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1648487985, 'start': 1648487881, 'end': 1649092800, 'choices': ['For', 'Against', 'Need more information']}"
0xab4382aAdae5bF4b37B90b9dc07FC72D52e2a28A,1,1648725615,"{'id': '0x828033057bdb4f14cecefe5939483f3f3bfab997877768624eac86e73ef8e351', 'title': '[PIP-73] BTC++ Health-Check', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1648487985, 'start': 1648487881, 'end': 1649092800, 'choices': ['For', 'Against', 'Need more information']}"
0x5e8E40Cc5861CAeBC75fA470a48752F157A28024,1,1648718534,"{'id': '0x828033057bdb4f14cecefe5939483f3f3bfab997877768624eac86e73ef8e351', 'title': '[PIP-73] BTC++ Health-Check', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1648487985, 'start': 1648487881, 'end': 1649092800, 'choices': ['For', 'Against', 'Need more information']}"
0xd07c1e03E6B5A2b4f79ff7feCefAFEb9B5A754fd,1,1648716352,"{'id': '0x828033057bdb4f14cecefe5939483f3f3bfab997877768624eac86e73ef8e351', 'title': '[PIP-73] BTC++ Health-Check', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1648487985, 'start': 1648487881, 'end': 1649092800, 'choices': ['For', 'Against', 'Need more information']}"
0xfB1D7F6c700A053683f80447B387A891D5f76aaC,1,1648716300,"{'id': '0x828033057bdb4f14cecefe5939483f3f3bfab997877768624eac86e73ef8e351', 'title': '[PIP-73] BTC++ Health-Check', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1648487985, 'start': 1648487881, 'end': 1649092800, 'choices': ['For', 'Against', 'Need more information']}"
0xB6C9e6A2415aB8d26335498BEAc8eeBED4BB2259,1,1648715758,"{'id': '0x828033057bdb4f14cecefe5939483f3f3bfab997877768624eac86e73ef8e351', 'title': '[PIP-73] BTC++ Health-Check', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1648487985, 'start': 1648487881, 'end': 1649092800, 'choices': ['For', 'Against', 'Need more information']}"
