address,slice_amount
0x01298D8c3C581744A7985D91deA5FbCB9f4F58ec,0
0x026247030937744C72544556faa78EDbEA487265,0
0x086Da66f045EDC6238e762634680e2a4fd6ea17F,0
0x0ccA4E5FD4f2Ec0beC7B246e1D1865524A49e1b9,0
0x0d4b669675aF57C8dB631263731De924f45E895E,0
0x0dD16908663523E03C11C0dC14FA4276C1010a6b,111814767508315439357
0x0eb05D820690d5431e77Da717dB825aFD83C9077,0
0x0F045a0D77D24c326316E0315354E7Df28B4aC50,172049599586633082151
0x181cA3bAf264B228bd39434f8E080033Bd1E1201,147513391885426459445
0x1d0dEC082d0e6F07dC34AA17C0B55D630f0704a5,0
0x1D40cF4C11BdC78515E121f694C479F1bdA4696d,0
0x22Ef6D99F400cac50CEAb09e6ac3AE6882ba0B6c,1018725954929443170452
0x280dEd1b7e430BeD0Cbb0Aace452Fd2ADEf2b581,0
0x286Fa98383c81623D918ef58BA0A5EDe6EB67A54,0
0x2E6a4C895E3a466f86cc00d9f8B33A1eeCe3fc5a,0
0x2EC8db4C68717b9101578a3760cD70D859587b43,129465177239038991289
0x3230a79C196958980f058D0DbD5e6A5Fd3EA1778,0
0x386e96E10447095A99B919DefC955C6D4835C279,77685666356438428127
0x3de51076B07cA102ABF377a0718Fb377669C9be0,0
0x3e0cf03f718520F30300266dcF4DB50bA12d3331,0
0x3F3dEDd362020a229CcA78D19d535D6971fD667e,362712514777560311
0x4059457092Cc3812d56676DF6A75fD21204Fbe2F,0
0x41c0F529F559c6A3ddc324Cd86A6D0c75b50c949,14152968042847626068
0x4284E75CbEf8F56c185d6C3bDc81969Be0F664E5,0
0x4E7A35E672256F854D4e0a8851CD7965b8B53D67,0
0x4e97DA0282BB922C4938bF6122F8e493D6FD6A20,0
0x51D679666D6A24653F1fAe57a8B1A04F69abAb99,0
0x555c929D0f0162B6A434d924865Cf10b667F98E2,0
0x56446712B219fcC34a5604f5E7AF5d50d65B6647,0
