address,slice_amount
0x63d0333D160f9971FB898Df00627470Dd15c50a2,0
0x648E180e246741363639B1496762763dd25649db,0
0x66300889AFb808626498c28e3811bb9B06A014aD,0
0x668bfb5ecD91dd69E04200adA34162a19D23E033,0
0x67BC76E8Fd78CC59594C9F43C643eA7CAfA48669,0
0x68F18759e83a21dA121E134949103bf5F0737073,0
0x68FE88060ac8772d9ec7F40deb535c4873260F8A,0
0x6a1a3eCd04DF0fF2d7cb25584052CDD173fC609B,0
0x6A5170a1987eeC647868B6B71C550063f2a4779C,0
0x6Aa7EE5B0e557d50382A6d18B5e5f0c7eECBFfb4,0
0x6AD7baBfdC153ec9dDC78b49523f33FFaD4f3631,0
0x6ADCF08deaAf5913079707f923279ef4c6D5225e,0
0x6c064fB0B9956b111fDCFE4297c03C980DD7730C,0
0x6D8804c4B0c246d076dC27A5D6127Bd2C8BCE219,0
0x6D9148E201304Aa9ccA58a759A134A3fB58FE718,0
0x6E1C5ACbAbaF0B3c73D4412c17C40D2F1D2e183b,0
0x7091de9A5435dbA7F051045d64c5ef56bD96064e,0
0x7136fbDdD4DFfa2369A9283B6E90A040318011Ca,0
0x72b223De2F773C814465C4A8f2Ef9FaAe702Cfb3,6797866627085929179292
0x73B3cE33d3750fcEe9aaB1200B80c5AA66B4b5fa,0
0x73FdDe9A7973f8De25c0ecE9D158E1b529C3939d,0
0x7558B9A644CcD3C815F7b717213Dff0B0a9b0f98,0
0x758C5366c1C681E102C469C342EDcc8807AE0060,0
0x75Bf35F00D243c9f01a27eBAAFdBaE08b4e00b00,0
0x762c33949E6aa8029AC122f983DE675233d446B4,0
0x76809DEB9333B256398f04e9b06759d3f55944cb,0
0x775797e5CBA871DdF85496d96B201FFdecF83ea7,0
0x7763D4CE482C35B59AA0fc48Ae2EABd00F60b82e,0
0x7917d37a540c6d26ffeEbD2dA51875ecb2568eA8,0
0x7bDb45b1fe5B3eB17a4C7a16C9750C7e10CcF08d,0
0x7BFEe91193d9Df2Ac0bFe90191D40F23c773C060,0
0x7d974f3945E6FdD158828e6A0284fE54Fa876567,0
0x7DFceB66eE379b66946158c40Bd4cac1C7db50b1,0
0x7e31762d9DE5c054d0be32670137CF3C8462fDBF,0
0x7ecF3a3ea7Cfd250dA7fc33d85bb2157706f247C,0
0x82703281e7ff09CD2492Ddb6B8c5Fa645efDA819,0
0x827eA2C64d3f5093F632ab6DaA94EE8d7eEe0686,0
0x852cFCA2F9DB0D9b2016C467BDb989C694f078F7,17147716181467232832
0x8550dEb6EdB4e0b7CeB137a06ae5D5F88c45De77,0
0x86CDf20021c2544D8e3d1843ccc5780344EB575F,0
0x8703BDb1b413060a13c2f4712A30ADC86B34f7Ce,0
0x87616fA850c87a78f307878f32D808dad8f4d401,0
0x884999214c56091853765B9D4323Cf8BB9f7E699,0
0x8a1ec127978bCC7499b2A188Df2Bd1810F522Ac7,60680841263074293832
0x8aB9cFE91574ce10cbB16750e207EEBd89e56a83,0
0x9128D7a95b7811af2da2cEd9116b04C78792b84F,0
0x91bC4c63c71AF1F8951D73B155cB0e0C92386481,207100828492388664124
0x9309026ae5f4c5ea1D6B5812C49C14DacB35211b,0
0x9475C20A19A6B36807abd9dE2a428642AC590f00,0
0x9575E331988058247F27ffcd1B9620F10DF028A8,0
0x976DcA1615502419B7003A1853E022b023d47Cf4,68915715372025911396
0x97D2767Db42135E1E2a5Fd7dd3e11646EF4d2b28,0
0x98026cCe01f9A30A7D645F5a9FcDcD7f83DFa995,0
0x9B5416219dc491519cdf4523C0c2Ed290b780A9f,0
0x9b560604691B60fB6dD7C4D3E585d588cA95dbF7,0
0x9C1296098183Aa5a16bFb61c2a41FB78e31Af721,0
0x9cA10fe0cCc43d8464e91938E56411e6eCFb8e2d,0
0x9FfD0a5b5438B95861167422E745D34d151bcc3b,0
0xA1a998d0F80FF4767047A8a99110Ef0783286DF0,0
0xa5cA469103c502c5137AfD926a644253fE5FB73e,1303235397835805323331
0xA5D348E0D34EA0B19B7EDafcb1aAfF0d9AB42336,0
0xA6b94Ce98D6CD4f447a9C6788F169DD17f65f747,0
0xA730f0255f61e54F999852aFb1783A77aaf9ee15,16269064485371469296
0xAAe6212D640B7f66abd9D9e0284b5ae8434EA109,0
0xABC06d10A5bFF7761C01AE5591597088008484d5,0
0xaBf26352aAdAAa1CabFfB3a55e378bac6BF15791,0
0xAC60913f8E9821E9006507b05E1956f5A82749c1,0
0xacc33E6BD41D6003334149151d20931c4D449178,0
0xaD1A787a26Dd30B7A810417bbe96E32f12564D83,0
0xAE1692D8D045716c948B707550e91DBd2C55169A,0
0xAF312F43cbe83b44bEbAF47b203D6099BC73A84e,0
0xB05136FAcE3F8c6f9e6CDb076a38Ee6D4910f6d4,0
0xb05607F54F95392F7F96d8F5d20649122E11D975,0
0xb11C0Ad983cf3c4912FD37809522A81aAaD3b1ee,631591742727114638265
0xb464CA834796272E08Dc6460940B281B046a2cEe,0
0xB4ADB7794432dAE7E78C2258fF350fBA88250C32,0
0xB5507Aa0Efd9e1B6C343c9eC3f5B4e5C40cEF654,11672103047140065406
0xb807d4Ea488A0A4cc9883961abb61D20e474a20B,103659395370257271120
0xB98eC0012FBA5de02ab506782862A63A7945ee9c,0
0xBa74e6E09B2Ae7470a67dceF71846216C83CF36F,0
0xBc4811f78DCb2AC60c026e871f697d87Fc36022b,0
0xbC60AA031a9f34BD7992c99eaE5e2C4Dd1b5dBc3,0
0xbD1bfF03034aC340235E48EE35c85b1121b8198e,207299917328828399275
0xbd5361A94c803D26240A6B5586710ab48ed1d9Dd,0
0xbE8Fe12B9EB1CA2a593e6C070c71c294b6FE9f00,0
0xc0AFEF712a1341cA78dA145B2AFAd346E8C3574F,0
0xc15c75955f49EC15A94E041624C227211810822D,4643366914167187161900
0xC1B7Ffb3b6a04A31c429b817F82b9C7bEBF3E254,0
0xc1f480389B9B7c5471B48F910657F5e08687B763,0
0xc31dB4e4d5C2c803A3B1b3F484e248E70185D40d,0
0xc4063235CF1f595A1f85a4941986b214709B84b8,0
0xC43D49a247923F1C7837c806a1eEaa1891387f75,0
0xc86A24B95E34ad68584cD8a3323f87d64F474225,0
0xC949c2f384f0E0fc848A41052E7D0c467Ca43D54,0
0xC9B7F801541f88aE2F62C4C0eED29949D057c951,0
0xce56D6b89aBa96C43E8FbF02C3BF34A751952c19,1381901940219549988611
0xd042231Dd90C4C7da131403C3CaC943c7773D654,0
0xd09249db6ED46Bd4544298915b5163F633B11983,0
0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139,0
0xD1B067580ad619B32Cc06309012B6b46d506Ed6e,0
0xd5CBdcC1a7861CF886621162c20A72E9C4121038,0
0xD63E2Af499327DC60bB06948a9c1f72bE633a2B6,0
0xD6b2095e913695DD10C071cC2F20247e921EFb8E,0
0xd6e371526cdaeE04cd8AF225D42e37Bc14688D9E,0
0xd77dF77aeD43C370821b9F69BF07B6287bb687B8,0
0xd7dEdcf8fFDDCEeD9aD20A41A5F88DC1268B3ad4,0
0xD92684271447917b93623AD4107A246e9Bb181c8,0
0xd98cB41e6878A67732f5821c6EFe703aA5C3D65a,70691077026756973980
0xDA073663Ca3CF93e9d7E46B6DCD299B9C66B851f,0
0xdb4D88080ED478c729B07E23f8e0ccD1f57D3f9B,170834202774156225905
0xDd956ab0f6020c2Be35be89C54Ba8841E290f778,0
0xDDd0baC975c36b435Ea15d350A3036Ff7d604318,0
0xDE60d916a99D51C1bf58D36674492033Fe580BbB,0
0xDfd5A73f0D46b563181EC292397Ee3225246aAe6,0
0xE31eAf2b6797B2C342bD4a75A98c11141Bf59330,0
0xE3ceB1966728f0f1F614365DBF5dCc84BEe36957,0
0xE4014Fd584388AE6191Eb22E07811E1E5da9838b,0
0xe89dEe662C94FfEE76d0942f4a4bAD27cC076dd2,0
0xE9c7d60e9b32B64f9306A274730FE681d7EE8F7A,1156500336368851295735
0xE9dF41eAD054F9a8E6Fe24A25071A3B571cB6446,0
0xEBFb007AC8E6239bAEe43d4812e0373783e0D34F,0
0xEE5C256721Abe58Af6f582C0eFd6774Dd2765038,1388485222365086049
0xeE620a0991D57f464aaD452789a4564Ba51245E8,0
0xeeBfdF4cE58F4F5442495d7e474d5Da00AfF0f57,737642201417597810305
0xf06e77fd9289763C1EfdA7B6901f388F47656102,0
0xf0754756E71aac7aD2B6497E7006F5E44D68D592,1325994042083259738427
0xF16579B805fca520f06280AB2A539868D75dd01B,0
0xf195faA0602f8b6537a3aE6A30c4Ed618FDB21eD,0
0xF3B7A54e74817003aF1Ce65e65EC0A54C76A86ef,0
0xF3D9281fa183B74F32B96E1c5244596045f4edE8,50562390982806937586
0xF7B18e107eb36797f4cE36dE756630B9C30969ad,119047684218732716308
0xF7b8a7D68338f6B1d0EFa76eA5964042cbF16aBd,0
0xF848E384e41d09DCe3DcAeD37e1714418e68ea7F,0
0xf977516D80205560EE3810a2241EddDc4fde8D2d,0
0xfc0ac081405AD9B335d6A2d5a0812a4959Ad4372,0
0xFdE2805fde29D74b0A26Df96d473De328e16dbfB,0
0xfDf7F859807d1dC73873640759b2706822802529,0
0xff67A86A01C7c90B0c3f3A26B65C25f432ec1751,0
