voter,choice,created,proposal
0x329c54289Ff5D6B7b7daE13592C6B1EDA1543eD4,1,1666862418,"{'id': '0x625b318bf91343bb3904bafcaf0e32e2d44a8f6acd6cb9e436ae22464d349423', 'title': '[PIP-75] Doughpamine programme Termination', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1666263126, 'start': 1666267200, 'end': 1666872000, 'choices': ['Stop incentivizing pools', 'Continue incentivizing pools', 'Need more Information']}"
0x7Cfed2A2d4a98680daC6aA55120f5AF2EC562EbD,1,1666857656,"{'id': '0x625b318bf91343bb3904bafcaf0e32e2d44a8f6acd6cb9e436ae22464d349423', 'title': '[PIP-75] Doughpamine programme Termination', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1666263126, 'start': 1666267200, 'end': 1666872000, 'choices': ['Stop incentivizing pools', 'Continue incentivizing pools', 'Need more Information']}"
0xD5a7412e7f78E03E6Fb2bd133F6473bfe8a45eB8,1,1666853175,"{'id': '0x625b318bf91343bb3904bafcaf0e32e2d44a8f6acd6cb9e436ae22464d349423', 'title': '[PIP-75] Doughpamine programme Termination', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1666263126, 'start': 1666267200, 'end': 1666872000, 'choices': ['Stop incentivizing pools', 'Continue incentivizing pools', 'Need more Information']}"
0xc6E4Ad3ccdfC65687D2d60a454a8bdDc1F4d6c06,1,1666848831,"{'id': '0x625b318bf91343bb3904bafcaf0e32e2d44a8f6acd6cb9e436ae22464d349423', 'title': '[PIP-75] Doughpamine programme Termination', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1666263126, 'start': 1666267200, 'end': 1666872000, 'choices': ['Stop incentivizing pools', 'Continue incentivizing pools', 'Need more Information']}"
0x9Fed225115A1374c7F0FaeF307D471c80fff1893,1,1666837860,"{'id': '0x625b318bf91343bb3904bafcaf0e32e2d44a8f6acd6cb9e436ae22464d349423', 'title': '[PIP-75] Doughpamine programme Termination', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1666263126, 'start': 1666267200, 'end': 1666872000, 'choices': ['Stop incentivizing pools', 'Continue incentivizing pools', 'Need more Information']}"
0x64B7fcC8C17540139BDd84d00c7261035602Cb66,1,1666819260,"{'id': '0x625b318bf91343bb3904bafcaf0e32e2d44a8f6acd6cb9e436ae22464d349423', 'title': '[PIP-75] Doughpamine programme Termination', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1666263126, 'start': 1666267200, 'end': 1666872000, 'choices': ['Stop incentivizing pools', 'Continue incentivizing pools', 'Need more Information']}"
0x2b285e1B49bA0cB6f71D8b0D9cAFdFBf9868fDA9,1,1666805953,"{'id': '0x625b318bf91343bb3904bafcaf0e32e2d44a8f6acd6cb9e436ae22464d349423', 'title': '[PIP-75] Doughpamine programme Termination', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1666263126, 'start': 1666267200, 'end': 1666872000, 'choices': ['Stop incentivizing pools', 'Continue incentivizing pools', 'Need more Information']}"
0x2b614ecc9e91aF9D056EB8ACcCF5D9928A7cF4F7,1,1666796849,"{'id': '0x625b318bf91343bb3904bafcaf0e32e2d44a8f6acd6cb9e436ae22464d349423', 'title': '[PIP-75] Doughpamine programme Termination', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1666263126, 'start': 1666267200, 'end': 1666872000, 'choices': ['Stop incentivizing pools', 'Continue incentivizing pools', 'Need more Information']}"
0xF3DD72AC3c9833574491861793e8fFe1f07c8905,1,1666796132,"{'id': '0x625b318bf91343bb3904bafcaf0e32e2d44a8f6acd6cb9e436ae22464d349423', 'title': '[PIP-75] Doughpamine programme Termination', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1666263126, 'start': 1666267200, 'end': 1666872000, 'choices': ['Stop incentivizing pools', 'Continue incentivizing pools', 'Need more Information']}"
0x9A456152E0Da127C30a49357A461f4c3F80bd630,1,1666795416,"{'id': '0x625b318bf91343bb3904bafcaf0e32e2d44a8f6acd6cb9e436ae22464d349423', 'title': '[PIP-75] Doughpamine programme Termination', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1666263126, 'start': 1666267200, 'end': 1666872000, 'choices': ['Stop incentivizing pools', 'Continue incentivizing pools', 'Need more Information']}"
0xd5F1b41FCFfd669E4DE960263f12C26AdA9279D7,1,1666793965,"{'id': '0x625b318bf91343bb3904bafcaf0e32e2d44a8f6acd6cb9e436ae22464d349423', 'title': '[PIP-75] Doughpamine programme Termination', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1666263126, 'start': 1666267200, 'end': 1666872000, 'choices': ['Stop incentivizing pools', 'Continue incentivizing pools', 'Need more Information']}"
0xb8767b8AC030cb2DDb7605F6E79f342f707F73E1,1,1666780026,"{'id': '0x625b318bf91343bb3904bafcaf0e32e2d44a8f6acd6cb9e436ae22464d349423', 'title': '[PIP-75] Doughpamine programme Termination', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1666263126, 'start': 1666267200, 'end': 1666872000, 'choices': ['Stop incentivizing pools', 'Continue incentivizing pools', 'Need more Information']}"
