voter,choice,proposal,created
0xa2f696958A5e023014620687f1D34755c707E5D1,1,{'id': '0x355ea2dda8d825ccda50b367719d1ad6d85f1786f1b177196eec9fc8dd94c810'},1640987945
0x03C65618d9Ca830d9099B66bA6bd52A3B0344f82,1,{'id': '0x355ea2dda8d825ccda50b367719d1ad6d85f1786f1b177196eec9fc8dd94c810'},1640976691
0xc6CA65DFa134481a0910bBE0BFA9a38c76012217,1,{'id': '0x355ea2dda8d825ccda50b367719d1ad6d85f1786f1b177196eec9fc8dd94c810'},1640975586
0xB478d2e5D241683667e15c9c79a2Bc0e5aF35923,3,{'id': '0x355ea2dda8d825ccda50b367719d1ad6d85f1786f1b177196eec9fc8dd94c810'},1640973411
0xDA073663Ca3CF93e9d7E46B6DCD299B9C66B851f,3,{'id': '0x355ea2dda8d825ccda50b367719d1ad6d85f1786f1b177196eec9fc8dd94c810'},1640969265
0x27E5E6074e259d98d6468454C32673E0e6f354ce,1,{'id': '0x355ea2dda8d825ccda50b367719d1ad6d85f1786f1b177196eec9fc8dd94c810'},1640952359
0x519A0dF0Bd2b586b6F7126799c30A243E13ABCbe,3,{'id': '0x355ea2dda8d825ccda50b367719d1ad6d85f1786f1b177196eec9fc8dd94c810'},1640948753
0xc1f480389B9B7c5471B48F910657F5e08687B763,3,{'id': '0x355ea2dda8d825ccda50b367719d1ad6d85f1786f1b177196eec9fc8dd94c810'},1640927363
0xDb8D484c46cE6B0bd00f38a51b299EB129928AC0,3,{'id': '0x355ea2dda8d825ccda50b367719d1ad6d85f1786f1b177196eec9fc8dd94c810'},1640923550
0x5C7a20b1EFa9A2aB5F448b651Aa264F233076C4C,1,{'id': '0x355ea2dda8d825ccda50b367719d1ad6d85f1786f1b177196eec9fc8dd94c810'},1640914965
0x83111e1888C1e49e8703e248EDEAA34EF868A1DE,3,{'id': '0x355ea2dda8d825ccda50b367719d1ad6d85f1786f1b177196eec9fc8dd94c810'},1640910887
0xE70CfdB698Dde588c398Afc0563EbF5616aD33B2,3,{'id': '0x355ea2dda8d825ccda50b367719d1ad6d85f1786f1b177196eec9fc8dd94c810'},1640907491
0x5d47e5D242a8F66a6286b0a2353868875F5d6068,3,{'id': '0x355ea2dda8d825ccda50b367719d1ad6d85f1786f1b177196eec9fc8dd94c810'},1640898091
0x9A456152E0Da127C30a49357A461f4c3F80bd630,1,{'id': '0x355ea2dda8d825ccda50b367719d1ad6d85f1786f1b177196eec9fc8dd94c810'},1640894545
0x8703BDb1b413060a13c2f4712A30ADC86B34f7Ce,3,{'id': '0x355ea2dda8d825ccda50b367719d1ad6d85f1786f1b177196eec9fc8dd94c810'},1640886654
0xf15bDFf7a1f2F5D7C4f7cFdAbfB669Cb2630f86b,3,{'id': '0x355ea2dda8d825ccda50b367719d1ad6d85f1786f1b177196eec9fc8dd94c810'},1640885088
0x05553bA4d6c81d877543A168E3238C07978Cc083,3,{'id': '0x355ea2dda8d825ccda50b367719d1ad6d85f1786f1b177196eec9fc8dd94c810'},1640878389
0xcfF7303b8E08403438c751bF21c04771252fA413,1,{'id': '0x355ea2dda8d825ccda50b367719d1ad6d85f1786f1b177196eec9fc8dd94c810'},1640866877
0x4929f4d38F2955649b5aa34343da04cf790B9D92,1,{'id': '0x355ea2dda8d825ccda50b367719d1ad6d85f1786f1b177196eec9fc8dd94c810'},1640860858
0x0C76E22f480c55f31bf6f937517Fca0f45804306,1,{'id': '0x355ea2dda8d825ccda50b367719d1ad6d85f1786f1b177196eec9fc8dd94c810'},1640854788
0xb11C0Ad983cf3c4912FD37809522A81aAaD3b1ee,3,{'id': '0x355ea2dda8d825ccda50b367719d1ad6d85f1786f1b177196eec9fc8dd94c810'},1640848461
0xeb4135a5fff5cD44c08614f012e103a6429f65B3,1,{'id': '0x355ea2dda8d825ccda50b367719d1ad6d85f1786f1b177196eec9fc8dd94c810'},1640846144
0x1b50afeD405C9930eAe5fb3803418b03F9615B1C,1,{'id': '0x355ea2dda8d825ccda50b367719d1ad6d85f1786f1b177196eec9fc8dd94c810'},1640845046
0x8410373DF6E9b20765c9599c26d585B2cd0Ef628,1,{'id': '0x355ea2dda8d825ccda50b367719d1ad6d85f1786f1b177196eec9fc8dd94c810'},1640838069
