id,title,author,choices,created,start,end
QmRakdstZdU1Mx1vYhjon8tYnv5o1dkir8v3HDBmmnCGUc,[PIP-65] SLICE compounding to veDOUGH,0xaBf26352aAdAAa1CabFfB3a55e378bac6BF15791,"['Yes!', 'Nope']",1635035946,1635036300,1635721140
QmebDo3uTVJ5bHWgYhf7CvcK7by1da1WUX4jw5uX6M7EUW,[PIP-64] Initial Reward Pie composition,0xaBf26352aAdAAa1CabFfB3a55e378bac6BF15791,"['PLAY', 'BCP', 'An unmanaged mix of 15 assets']",1635033158,1635033600,1635721140
QmRoBy3fXHQkRyUEY48a33CpT1gvXRLNLbtitkMkHphJAD,[PIP-62] KPI Option for DOUGH Staking,0xaBf26352aAdAAa1CabFfB3a55e378bac6BF15791,"['YES!', 'NOPE']",1633108127,1633111200,1633543200
