voter,choice,created,proposal
0x4929f4d38F2955649b5aa34343da04cf790B9D92,2,1651049192,"{'id': '0x8d6b3ad423dd64e26371091730558f1e586ef703dfcc9a5dd29767178fe57fff', 'title': 'Revisiting Monthly Distribution to veDough Holders', 'author': '0xdC6CE98A9020905973C9C026c6f3e34df9998D8A', 'created': 1650444642, 'start': 1650444600, 'end': 1651053600, 'choices': ['FOR', 'AGAINST', 'Need more information']}"
0xd39ce81CE8e7243494d4149d05dDDD536ddc2e55,1,1651049101,"{'id': '0x8d6b3ad423dd64e26371091730558f1e586ef703dfcc9a5dd29767178fe57fff', 'title': 'Revisiting Monthly Distribution to veDough Holders', 'author': '0xdC6CE98A9020905973C9C026c6f3e34df9998D8A', 'created': 1650444642, 'start': 1650444600, 'end': 1651053600, 'choices': ['FOR', 'AGAINST', 'Need more information']}"
0xDA073663Ca3CF93e9d7E46B6DCD299B9C66B851f,2,1651046580,"{'id': '0x8d6b3ad423dd64e26371091730558f1e586ef703dfcc9a5dd29767178fe57fff', 'title': 'Revisiting Monthly Distribution to veDough Holders', 'author': '0xdC6CE98A9020905973C9C026c6f3e34df9998D8A', 'created': 1650444642, 'start': 1650444600, 'end': 1651053600, 'choices': ['FOR', 'AGAINST', 'Need more information']}"
0x49e2a5Af17fb2b37a0FF460217dC7A9FF4F34f90,1,1651043246,"{'id': '0x8d6b3ad423dd64e26371091730558f1e586ef703dfcc9a5dd29767178fe57fff', 'title': 'Revisiting Monthly Distribution to veDough Holders', 'author': '0xdC6CE98A9020905973C9C026c6f3e34df9998D8A', 'created': 1650444642, 'start': 1650444600, 'end': 1651053600, 'choices': ['FOR', 'AGAINST', 'Need more information']}"
0xB478d2e5D241683667e15c9c79a2Bc0e5aF35923,1,1651038875,"{'id': '0x8d6b3ad423dd64e26371091730558f1e586ef703dfcc9a5dd29767178fe57fff', 'title': 'Revisiting Monthly Distribution to veDough Holders', 'author': '0xdC6CE98A9020905973C9C026c6f3e34df9998D8A', 'created': 1650444642, 'start': 1650444600, 'end': 1651053600, 'choices': ['FOR', 'AGAINST', 'Need more information']}"
0x7917d37a540c6d26ffeEbD2dA51875ecb2568eA8,2,1651038173,"{'id': '0x8d6b3ad423dd64e26371091730558f1e586ef703dfcc9a5dd29767178fe57fff', 'title': 'Revisiting Monthly Distribution to veDough Holders', 'author': '0xdC6CE98A9020905973C9C026c6f3e34df9998D8A', 'created': 1650444642, 'start': 1650444600, 'end': 1651053600, 'choices': ['FOR', 'AGAINST', 'Need more information']}"
0xc6E4Ad3ccdfC65687D2d60a454a8bdDc1F4d6c06,1,1651012820,"{'id': '0x8d6b3ad423dd64e26371091730558f1e586ef703dfcc9a5dd29767178fe57fff', 'title': 'Revisiting Monthly Distribution to veDough Holders', 'author': '0xdC6CE98A9020905973C9C026c6f3e34df9998D8A', 'created': 1650444642, 'start': 1650444600, 'end': 1651053600, 'choices': ['FOR', 'AGAINST', 'Need more information']}"
0x2067BEd542762D26E2755Ce7d8776728F3429f48,1,1650996637,"{'id': '0x8d6b3ad423dd64e26371091730558f1e586ef703dfcc9a5dd29767178fe57fff', 'title': 'Revisiting Monthly Distribution to veDough Holders', 'author': '0xdC6CE98A9020905973C9C026c6f3e34df9998D8A', 'created': 1650444642, 'start': 1650444600, 'end': 1651053600, 'choices': ['FOR', 'AGAINST', 'Need more information']}"
0x00f4996324943D7e8497ce6a1Cf88969a0B08A24,3,1650992383,"{'id': '0x8d6b3ad423dd64e26371091730558f1e586ef703dfcc9a5dd29767178fe57fff', 'title': 'Revisiting Monthly Distribution to veDough Holders', 'author': '0xdC6CE98A9020905973C9C026c6f3e34df9998D8A', 'created': 1650444642, 'start': 1650444600, 'end': 1651053600, 'choices': ['FOR', 'AGAINST', 'Need more information']}"
0x0056D1fd2ca3c0F3A7B6ed6CDd1F1F104B4BF9A9,2,1650991925,"{'id': '0x8d6b3ad423dd64e26371091730558f1e586ef703dfcc9a5dd29767178fe57fff', 'title': 'Revisiting Monthly Distribution to veDough Holders', 'author': '0xdC6CE98A9020905973C9C026c6f3e34df9998D8A', 'created': 1650444642, 'start': 1650444600, 'end': 1651053600, 'choices': ['FOR', 'AGAINST', 'Need more information']}"
