voter,choice,proposal,created
0x513AeDacE44cc9a0724CA276a8CeeeE950903576,1,{'id': 'QmRkF9A2NigXcBBFfASnM7akNvAo6c9jgNxpt1faX6hvjK'},1635134699
0x0430605323465E26Dc21fBAaA9A1A4Be6ae9d496,1,{'id': 'QmRakdstZdU1Mx1vYhjon8tYnv5o1dkir8v3HDBmmnCGUc'},1635131070
0xF3B7A54e74817003aF1Ce65e65EC0A54C76A86ef,3,{'id': 'QmebDo3uTVJ5bHWgYhf7CvcK7by1da1WUX4jw5uX6M7EUW'},1635124187
0x3070f20f86fDa706Ac380F5060D256028a46eC29,2,{'id': 'QmebDo3uTVJ5bHWgYhf7CvcK7by1da1WUX4jw5uX6M7EUW'},1635123880
0x3070f20f86fDa706Ac380F5060D256028a46eC29,1,{'id': 'QmRakdstZdU1Mx1vYhjon8tYnv5o1dkir8v3HDBmmnCGUc'},1635123792
0x27E5E6074e259d98d6468454C32673E0e6f354ce,1,{'id': 'QmRakdstZdU1Mx1vYhjon8tYnv5o1dkir8v3HDBmmnCGUc'},1635122962
0x27E5E6074e259d98d6468454C32673E0e6f354ce,1,{'id': 'QmRkF9A2NigXcBBFfASnM7akNvAo6c9jgNxpt1faX6hvjK'},1635121443
0x1Ec289BD5F002B7969887b8E18a1625052a67D0d,1,{'id': 'QmRakdstZdU1Mx1vYhjon8tYnv5o1dkir8v3HDBmmnCGUc'},1635113749
0x1Ec289BD5F002B7969887b8E18a1625052a67D0d,1,{'id': 'QmebDo3uTVJ5bHWgYhf7CvcK7by1da1WUX4jw5uX6M7EUW'},1635113712
0x1Ec289BD5F002B7969887b8E18a1625052a67D0d,1,{'id': 'QmRkF9A2NigXcBBFfASnM7akNvAo6c9jgNxpt1faX6hvjK'},1635113678
0xdb4D88080ED478c729B07E23f8e0ccD1f57D3f9B,1,{'id': 'QmRakdstZdU1Mx1vYhjon8tYnv5o1dkir8v3HDBmmnCGUc'},1635112879
0x427197B1FB076c110f5d2bae24Fb05FED97C0456,1,{'id': 'QmRakdstZdU1Mx1vYhjon8tYnv5o1dkir8v3HDBmmnCGUc'},1635112185
0x427197B1FB076c110f5d2bae24Fb05FED97C0456,2,{'id': 'QmebDo3uTVJ5bHWgYhf7CvcK7by1da1WUX4jw5uX6M7EUW'},1635112118
0x21F35f686f4e907A1A46D67fE506E9f2a1ef64d0,2,{'id': 'QmebDo3uTVJ5bHWgYhf7CvcK7by1da1WUX4jw5uX6M7EUW'},1635110915
0x21F35f686f4e907A1A46D67fE506E9f2a1ef64d0,1,{'id': 'QmRakdstZdU1Mx1vYhjon8tYnv5o1dkir8v3HDBmmnCGUc'},1635110866
0x21F35f686f4e907A1A46D67fE506E9f2a1ef64d0,1,{'id': 'QmRkF9A2NigXcBBFfASnM7akNvAo6c9jgNxpt1faX6hvjK'},1635110824
0xEB2109A191f3B552A38286781B501Cf16FB1b6b8,2,{'id': 'QmebDo3uTVJ5bHWgYhf7CvcK7by1da1WUX4jw5uX6M7EUW'},1635109590
0xbD1bfF03034aC340235E48EE35c85b1121b8198e,1,{'id': 'QmRkF9A2NigXcBBFfASnM7akNvAo6c9jgNxpt1faX6hvjK'},1635108537
0xbD1bfF03034aC340235E48EE35c85b1121b8198e,1,{'id': 'QmebDo3uTVJ5bHWgYhf7CvcK7by1da1WUX4jw5uX6M7EUW'},1635108518
0xbD1bfF03034aC340235E48EE35c85b1121b8198e,1,{'id': 'QmRakdstZdU1Mx1vYhjon8tYnv5o1dkir8v3HDBmmnCGUc'},1635108502
0xd27d90b337717Fd91C4D409F712B890D4eE2FdD6,1,{'id': 'QmRakdstZdU1Mx1vYhjon8tYnv5o1dkir8v3HDBmmnCGUc'},1635105715
0xd27d90b337717Fd91C4D409F712B890D4eE2FdD6,2,{'id': 'QmebDo3uTVJ5bHWgYhf7CvcK7by1da1WUX4jw5uX6M7EUW'},1635105640
0x2eA8E4c3768FDb6677548F8AF2FfDAA0BaC630BA,2,{'id': 'QmebDo3uTVJ5bHWgYhf7CvcK7by1da1WUX4jw5uX6M7EUW'},1635105585
0xd27d90b337717Fd91C4D409F712B890D4eE2FdD6,1,{'id': 'QmRkF9A2NigXcBBFfASnM7akNvAo6c9jgNxpt1faX6hvjK'},1635105563
0x16765c8Fe6Eb838CB8f64e425b6DcCab38D4F102,1,{'id': 'QmRakdstZdU1Mx1vYhjon8tYnv5o1dkir8v3HDBmmnCGUc'},1635103628
0x16765c8Fe6Eb838CB8f64e425b6DcCab38D4F102,2,{'id': 'QmebDo3uTVJ5bHWgYhf7CvcK7by1da1WUX4jw5uX6M7EUW'},1635103267
0x16765c8Fe6Eb838CB8f64e425b6DcCab38D4F102,1,{'id': 'QmRkF9A2NigXcBBFfASnM7akNvAo6c9jgNxpt1faX6hvjK'},1635103140
0x8f9f865Aafd6487C7aC45a22bbb9278f8fc06d47,1,{'id': 'QmRakdstZdU1Mx1vYhjon8tYnv5o1dkir8v3HDBmmnCGUc'},1635102993
0x8f9f865Aafd6487C7aC45a22bbb9278f8fc06d47,3,{'id': 'QmebDo3uTVJ5bHWgYhf7CvcK7by1da1WUX4jw5uX6M7EUW'},1635102872
0x5d47e5D242a8F66a6286b0a2353868875F5d6068,1,{'id': 'QmRakdstZdU1Mx1vYhjon8tYnv5o1dkir8v3HDBmmnCGUc'},1635102818
0x5d47e5D242a8F66a6286b0a2353868875F5d6068,2,{'id': 'QmebDo3uTVJ5bHWgYhf7CvcK7by1da1WUX4jw5uX6M7EUW'},1635102770
0x8f9f865Aafd6487C7aC45a22bbb9278f8fc06d47,1,{'id': 'QmRkF9A2NigXcBBFfASnM7akNvAo6c9jgNxpt1faX6hvjK'},1635102734
0x5d47e5D242a8F66a6286b0a2353868875F5d6068,1,{'id': 'QmRkF9A2NigXcBBFfASnM7akNvAo6c9jgNxpt1faX6hvjK'},1635102707
0x0056D1fd2ca3c0F3A7B6ed6CDd1F1F104B4BF9A9,2,{'id': 'QmebDo3uTVJ5bHWgYhf7CvcK7by1da1WUX4jw5uX6M7EUW'},1635101430
0x0056D1fd2ca3c0F3A7B6ed6CDd1F1F104B4BF9A9,1,{'id': 'QmRkF9A2NigXcBBFfASnM7akNvAo6c9jgNxpt1faX6hvjK'},1635101386
0x0056D1fd2ca3c0F3A7B6ed6CDd1F1F104B4BF9A9,1,{'id': 'QmRakdstZdU1Mx1vYhjon8tYnv5o1dkir8v3HDBmmnCGUc'},1635101266
0x82703281e7ff09CD2492Ddb6B8c5Fa645efDA819,1,{'id': 'QmRakdstZdU1Mx1vYhjon8tYnv5o1dkir8v3HDBmmnCGUc'},1635100363
0x82703281e7ff09CD2492Ddb6B8c5Fa645efDA819,1,{'id': 'QmebDo3uTVJ5bHWgYhf7CvcK7by1da1WUX4jw5uX6M7EUW'},1635100311
0x32F41B50f8d569f22DFFeDc0F17210fb49350784,2,{'id': 'QmebDo3uTVJ5bHWgYhf7CvcK7by1da1WUX4jw5uX6M7EUW'},1635100205
0x1dE4F046c45Cd4E39cfCDF36b7DF4856B4031955,1,{'id': 'QmRakdstZdU1Mx1vYhjon8tYnv5o1dkir8v3HDBmmnCGUc'},1635099751
0x1dE4F046c45Cd4E39cfCDF36b7DF4856B4031955,2,{'id': 'QmebDo3uTVJ5bHWgYhf7CvcK7by1da1WUX4jw5uX6M7EUW'},1635099649
0x32F41B50f8d569f22DFFeDc0F17210fb49350784,1,{'id': 'QmRakdstZdU1Mx1vYhjon8tYnv5o1dkir8v3HDBmmnCGUc'},1635099531
0x19a61e7238270CA99F931C08D7BcfF1984F38AE4,1,{'id': 'QmRkF9A2NigXcBBFfASnM7akNvAo6c9jgNxpt1faX6hvjK'},1635099452
0x19a61e7238270CA99F931C08D7BcfF1984F38AE4,2,{'id': 'QmebDo3uTVJ5bHWgYhf7CvcK7by1da1WUX4jw5uX6M7EUW'},1635099421
0x19a61e7238270CA99F931C08D7BcfF1984F38AE4,1,{'id': 'QmRakdstZdU1Mx1vYhjon8tYnv5o1dkir8v3HDBmmnCGUc'},1635099374
0xa972691EF44eb3bad4a015399BA43a00EaD047f8,1,{'id': 'QmRakdstZdU1Mx1vYhjon8tYnv5o1dkir8v3HDBmmnCGUc'},1635098868
0xa972691EF44eb3bad4a015399BA43a00EaD047f8,2,{'id': 'QmebDo3uTVJ5bHWgYhf7CvcK7by1da1WUX4jw5uX6M7EUW'},1635098605
0x8fe4e9F56152Cece6771Fd01A1ef596cAEC3EDBf,1,{'id': 'QmebDo3uTVJ5bHWgYhf7CvcK7by1da1WUX4jw5uX6M7EUW'},1635098297
0xCaB5541bad35e9ee799BeA9765C3c416D8Cc1Bb8,2,{'id': 'QmRakdstZdU1Mx1vYhjon8tYnv5o1dkir8v3HDBmmnCGUc'},1635097738
0xB478d2e5D241683667e15c9c79a2Bc0e5aF35923,1,{'id': 'QmRakdstZdU1Mx1vYhjon8tYnv5o1dkir8v3HDBmmnCGUc'},1635096828
0xB478d2e5D241683667e15c9c79a2Bc0e5aF35923,2,{'id': 'QmebDo3uTVJ5bHWgYhf7CvcK7by1da1WUX4jw5uX6M7EUW'},1635096750
0x887C3599c4826F7b3cDe82003b894430F27d5b92,1,{'id': 'QmRakdstZdU1Mx1vYhjon8tYnv5o1dkir8v3HDBmmnCGUc'},1635093642
0x887C3599c4826F7b3cDe82003b894430F27d5b92,2,{'id': 'QmebDo3uTVJ5bHWgYhf7CvcK7by1da1WUX4jw5uX6M7EUW'},1635093613
0x887C3599c4826F7b3cDe82003b894430F27d5b92,1,{'id': 'QmRkF9A2NigXcBBFfASnM7akNvAo6c9jgNxpt1faX6hvjK'},1635093558
0x41c0F529F559c6A3ddc324Cd86A6D0c75b50c949,1,{'id': 'QmRakdstZdU1Mx1vYhjon8tYnv5o1dkir8v3HDBmmnCGUc'},1635092236
0x41c0F529F559c6A3ddc324Cd86A6D0c75b50c949,2,{'id': 'QmebDo3uTVJ5bHWgYhf7CvcK7by1da1WUX4jw5uX6M7EUW'},1635092144
0x91bC4c63c71AF1F8951D73B155cB0e0C92386481,1,{'id': 'QmRakdstZdU1Mx1vYhjon8tYnv5o1dkir8v3HDBmmnCGUc'},1635091980
0x91bC4c63c71AF1F8951D73B155cB0e0C92386481,2,{'id': 'QmebDo3uTVJ5bHWgYhf7CvcK7by1da1WUX4jw5uX6M7EUW'},1635091865
0xFB9e5F5874565A6eF8FCF1DEbc4975501331a8Ca,1,{'id': 'QmRakdstZdU1Mx1vYhjon8tYnv5o1dkir8v3HDBmmnCGUc'},1635091209
0xFB9e5F5874565A6eF8FCF1DEbc4975501331a8Ca,2,{'id': 'QmebDo3uTVJ5bHWgYhf7CvcK7by1da1WUX4jw5uX6M7EUW'},1635091095
0xB6E994d559a13560343Ab6dFE58b4c46AeE8705f,2,{'id': 'QmebDo3uTVJ5bHWgYhf7CvcK7by1da1WUX4jw5uX6M7EUW'},1635090680
0xB6E994d559a13560343Ab6dFE58b4c46AeE8705f,1,{'id': 'QmRakdstZdU1Mx1vYhjon8tYnv5o1dkir8v3HDBmmnCGUc'},1635090637
0xD9A0013af48591f8524280D6f8f98189cef45308,1,{'id': 'QmRakdstZdU1Mx1vYhjon8tYnv5o1dkir8v3HDBmmnCGUc'},1635090314
0xD9A0013af48591f8524280D6f8f98189cef45308,1,{'id': 'QmRkF9A2NigXcBBFfASnM7akNvAo6c9jgNxpt1faX6hvjK'},1635090272
0x827eA2C64d3f5093F632ab6DaA94EE8d7eEe0686,1,{'id': 'QmRkF9A2NigXcBBFfASnM7akNvAo6c9jgNxpt1faX6hvjK'},1635089389
0xeb4135a5fff5cD44c08614f012e103a6429f65B3,1,{'id': 'QmRakdstZdU1Mx1vYhjon8tYnv5o1dkir8v3HDBmmnCGUc'},1635089357
0x84bcfa8Fe160b271dc49B1Fb263ad995e0C2c1dF,1,{'id': 'QmRakdstZdU1Mx1vYhjon8tYnv5o1dkir8v3HDBmmnCGUc'},1635089341
0x84bcfa8Fe160b271dc49B1Fb263ad995e0C2c1dF,1,{'id': 'QmebDo3uTVJ5bHWgYhf7CvcK7by1da1WUX4jw5uX6M7EUW'},1635089317
0x1b50afeD405C9930eAe5fb3803418b03F9615B1C,1,{'id': 'QmRakdstZdU1Mx1vYhjon8tYnv5o1dkir8v3HDBmmnCGUc'},1635089308
0x21210E9f52300880E61D0fD0D08d1b882a6369f9,1,{'id': 'QmebDo3uTVJ5bHWgYhf7CvcK7by1da1WUX4jw5uX6M7EUW'},1635089273
0x21210E9f52300880E61D0fD0D08d1b882a6369f9,1,{'id': 'QmRakdstZdU1Mx1vYhjon8tYnv5o1dkir8v3HDBmmnCGUc'},1635089245
0x4188c45B8dfC8998Ceee2398e746deC2797B0961,1,{'id': 'QmRakdstZdU1Mx1vYhjon8tYnv5o1dkir8v3HDBmmnCGUc'},1635089181
0x4188c45B8dfC8998Ceee2398e746deC2797B0961,1,{'id': 'QmebDo3uTVJ5bHWgYhf7CvcK7by1da1WUX4jw5uX6M7EUW'},1635089158
0xeb4135a5fff5cD44c08614f012e103a6429f65B3,2,{'id': 'QmebDo3uTVJ5bHWgYhf7CvcK7by1da1WUX4jw5uX6M7EUW'},1635089109
0x854f18D14E09Af41AA458A9DF7aa5Bd0cd3BE7E6,2,{'id': 'QmebDo3uTVJ5bHWgYhf7CvcK7by1da1WUX4jw5uX6M7EUW'},1635089061
0x1b50afeD405C9930eAe5fb3803418b03F9615B1C,2,{'id': 'QmebDo3uTVJ5bHWgYhf7CvcK7by1da1WUX4jw5uX6M7EUW'},1635089039
