id,title,author,created,start,end,choices_0,choices_1,choices_2
0x63cea594dceb8f8ffae3654a306a6791f60e15a6acae266ab4b71e8d6dff2b76,DOUGH burn proposal,0xaBf26352aAdAAa1CabFfB3a55e378bac6BF15791,1669643881,1669644000,1670248740,FOR,AGAINST,MORE INFO
0x963866ef17ee4f20377b52c296b7cd82b7f83c36/0x90a5fd76e4c51e67fd288d1e3affb3f30e2810531908a54ca90849fbe199ca3c,"# What kind of problem is this?
Is this by any chance, A YOU PROBLEM?",0xff3ac96Ef2A460369E0a460F112E6bA1B31764C9,1668779844,7975882,8026282,
