voter,choice,created,proposal
0x34925b991dce4e9A94490C8882a37c3Dc3C6C631,1,1672933903,"{'id': '0xb74e685ab7d692faea56a2f3051de00cf9c84f102259c8644c6bc5cb253bd04b', 'title': '[Epoch-15] MerkleTree Notarization', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1672679490, 'start': 1672679472, 'end': 1672938672, 'choices': ['Valid', 'Invalid']}"
0x7e9463a9505bf728359d7d5498dEa59D03B96A69,1,1672931796,"{'id': '0xb74e685ab7d692faea56a2f3051de00cf9c84f102259c8644c6bc5cb253bd04b', 'title': '[Epoch-15] MerkleTree Notarization', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1672679490, 'start': 1672679472, 'end': 1672938672, 'choices': ['Valid', 'Invalid']}"
0x20414D54BCCe87fF857caa49E8A0461e82e2D551,1,1672927566,"{'id': '0xb74e685ab7d692faea56a2f3051de00cf9c84f102259c8644c6bc5cb253bd04b', 'title': '[Epoch-15] MerkleTree Notarization', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1672679490, 'start': 1672679472, 'end': 1672938672, 'choices': ['Valid', 'Invalid']}"
0x89d2D4934ee4F1f579056418e6aeb136Ee919d65,1,1672925660,"{'id': '0xb74e685ab7d692faea56a2f3051de00cf9c84f102259c8644c6bc5cb253bd04b', 'title': '[Epoch-15] MerkleTree Notarization', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1672679490, 'start': 1672679472, 'end': 1672938672, 'choices': ['Valid', 'Invalid']}"
0xa30C7B2e676bE6b0C26D631c8161b62eBeBC3cD2,1,1672925628,"{'id': '0xb74e685ab7d692faea56a2f3051de00cf9c84f102259c8644c6bc5cb253bd04b', 'title': '[Epoch-15] MerkleTree Notarization', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1672679490, 'start': 1672679472, 'end': 1672938672, 'choices': ['Valid', 'Invalid']}"
0x4281579D99d855F2430C95a13720e53a0fCC0549,1,1672925599,"{'id': '0xb74e685ab7d692faea56a2f3051de00cf9c84f102259c8644c6bc5cb253bd04b', 'title': '[Epoch-15] MerkleTree Notarization', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1672679490, 'start': 1672679472, 'end': 1672938672, 'choices': ['Valid', 'Invalid']}"
0x542256Ef33279C5545AA71f4b3B6298990f30Ffc,1,1672925462,"{'id': '0xb74e685ab7d692faea56a2f3051de00cf9c84f102259c8644c6bc5cb253bd04b', 'title': '[Epoch-15] MerkleTree Notarization', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1672679490, 'start': 1672679472, 'end': 1672938672, 'choices': ['Valid', 'Invalid']}"
0xA657c9292208320cC27Ff2CEE72388E9d7AfAD4A,1,1672924122,"{'id': '0xb74e685ab7d692faea56a2f3051de00cf9c84f102259c8644c6bc5cb253bd04b', 'title': '[Epoch-15] MerkleTree Notarization', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1672679490, 'start': 1672679472, 'end': 1672938672, 'choices': ['Valid', 'Invalid']}"
0x929A5753C41eaed288F946bCBFe4a954Ad341797,1,1672921562,"{'id': '0xb74e685ab7d692faea56a2f3051de00cf9c84f102259c8644c6bc5cb253bd04b', 'title': '[Epoch-15] MerkleTree Notarization', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1672679490, 'start': 1672679472, 'end': 1672938672, 'choices': ['Valid', 'Invalid']}"
0x8f9f865Aafd6487C7aC45a22bbb9278f8fc06d47,1,1672919796,"{'id': '0xb74e685ab7d692faea56a2f3051de00cf9c84f102259c8644c6bc5cb253bd04b', 'title': '[Epoch-15] MerkleTree Notarization', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1672679490, 'start': 1672679472, 'end': 1672938672, 'choices': ['Valid', 'Invalid']}"
0x6b238d58bd9238A65e3A1B59e52722866F026663,1,1672917492,"{'id': '0xb74e685ab7d692faea56a2f3051de00cf9c84f102259c8644c6bc5cb253bd04b', 'title': '[Epoch-15] MerkleTree Notarization', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1672679490, 'start': 1672679472, 'end': 1672938672, 'choices': ['Valid', 'Invalid']}"
0xdC6b5549763D893b01A41aCF0D7d77CCb44f3417,1,1672914332,"{'id': '0xb74e685ab7d692faea56a2f3051de00cf9c84f102259c8644c6bc5cb253bd04b', 'title': '[Epoch-15] MerkleTree Notarization', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1672679490, 'start': 1672679472, 'end': 1672938672, 'choices': ['Valid', 'Invalid']}"
0x22e81335f9D4A609DF42f56ba5B583f565995296,1,1672914306,"{'id': '0xb74e685ab7d692faea56a2f3051de00cf9c84f102259c8644c6bc5cb253bd04b', 'title': '[Epoch-15] MerkleTree Notarization', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1672679490, 'start': 1672679472, 'end': 1672938672, 'choices': ['Valid', 'Invalid']}"
0x7dd508a1e4Da1243789B799a480f8B45e58b1B5b,1,1672908302,"{'id': '0xb74e685ab7d692faea56a2f3051de00cf9c84f102259c8644c6bc5cb253bd04b', 'title': '[Epoch-15] MerkleTree Notarization', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1672679490, 'start': 1672679472, 'end': 1672938672, 'choices': ['Valid', 'Invalid']}"
0xDE2cA70e71829962A99A2552D826ac37e51882E7,1,1672905925,"{'id': '0xb74e685ab7d692faea56a2f3051de00cf9c84f102259c8644c6bc5cb253bd04b', 'title': '[Epoch-15] MerkleTree Notarization', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1672679490, 'start': 1672679472, 'end': 1672938672, 'choices': ['Valid', 'Invalid']}"
0x3b1aeeA1C8E8f627D0411Ebd2F3b655eD0Fdb7e4,1,1672904250,"{'id': '0xb74e685ab7d692faea56a2f3051de00cf9c84f102259c8644c6bc5cb253bd04b', 'title': '[Epoch-15] MerkleTree Notarization', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1672679490, 'start': 1672679472, 'end': 1672938672, 'choices': ['Valid', 'Invalid']}"
0x9d77056156459335001147c870D10748182c6A86,1,1672904159,"{'id': '0xb74e685ab7d692faea56a2f3051de00cf9c84f102259c8644c6bc5cb253bd04b', 'title': '[Epoch-15] MerkleTree Notarization', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1672679490, 'start': 1672679472, 'end': 1672938672, 'choices': ['Valid', 'Invalid']}"
0x17196B4d4b38335018FbACc031aD198bc92C5bee,1,1672902717,"{'id': '0xb74e685ab7d692faea56a2f3051de00cf9c84f102259c8644c6bc5cb253bd04b', 'title': '[Epoch-15] MerkleTree Notarization', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1672679490, 'start': 1672679472, 'end': 1672938672, 'choices': ['Valid', 'Invalid']}"
0x4CB11cc4Ce988B40a6C20E798904199519a665fa,1,1672900024,"{'id': '0xb74e685ab7d692faea56a2f3051de00cf9c84f102259c8644c6bc5cb253bd04b', 'title': '[Epoch-15] MerkleTree Notarization', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1672679490, 'start': 1672679472, 'end': 1672938672, 'choices': ['Valid', 'Invalid']}"
0x40aED6E410a780154a4dCF62c37dD8Ba54F08FfE,1,1672897763,"{'id': '0xb74e685ab7d692faea56a2f3051de00cf9c84f102259c8644c6bc5cb253bd04b', 'title': '[Epoch-15] MerkleTree Notarization', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1672679490, 'start': 1672679472, 'end': 1672938672, 'choices': ['Valid', 'Invalid']}"
0xc330Feb66993346B932d397e085B6FC4234f97d9,1,1672897137,"{'id': '0xb74e685ab7d692faea56a2f3051de00cf9c84f102259c8644c6bc5cb253bd04b', 'title': '[Epoch-15] MerkleTree Notarization', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1672679490, 'start': 1672679472, 'end': 1672938672, 'choices': ['Valid', 'Invalid']}"
0x25E937F3C4cbaEf3F92A19eE077D8e41D1ABBbC6,1,1672896501,"{'id': '0xb74e685ab7d692faea56a2f3051de00cf9c84f102259c8644c6bc5cb253bd04b', 'title': '[Epoch-15] MerkleTree Notarization', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1672679490, 'start': 1672679472, 'end': 1672938672, 'choices': ['Valid', 'Invalid']}"
0xBA7e9Bb153F9c4C32903b721eB53B751E2c0bF12,1,1672885860,"{'id': '0xb74e685ab7d692faea56a2f3051de00cf9c84f102259c8644c6bc5cb253bd04b', 'title': '[Epoch-15] MerkleTree Notarization', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1672679490, 'start': 1672679472, 'end': 1672938672, 'choices': ['Valid', 'Invalid']}"
0x2b614ecc9e91aF9D056EB8ACcCF5D9928A7cF4F7,1,1672884938,"{'id': '0xb74e685ab7d692faea56a2f3051de00cf9c84f102259c8644c6bc5cb253bd04b', 'title': '[Epoch-15] MerkleTree Notarization', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1672679490, 'start': 1672679472, 'end': 1672938672, 'choices': ['Valid', 'Invalid']}"
0x73Cbc02516f5F4945cE2F2fACf002b2c6aA359e7,1,1672880610,"{'id': '0xb74e685ab7d692faea56a2f3051de00cf9c84f102259c8644c6bc5cb253bd04b', 'title': '[Epoch-15] MerkleTree Notarization', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1672679490, 'start': 1672679472, 'end': 1672938672, 'choices': ['Valid', 'Invalid']}"
0xf06e77fd9289763C1EfdA7B6901f388F47656102,1,1672874776,"{'id': '0xb74e685ab7d692faea56a2f3051de00cf9c84f102259c8644c6bc5cb253bd04b', 'title': '[Epoch-15] MerkleTree Notarization', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1672679490, 'start': 1672679472, 'end': 1672938672, 'choices': ['Valid', 'Invalid']}"
0xDb8D484c46cE6B0bd00f38a51b299EB129928AC0,1,1672869030,"{'id': '0xb74e685ab7d692faea56a2f3051de00cf9c84f102259c8644c6bc5cb253bd04b', 'title': '[Epoch-15] MerkleTree Notarization', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1672679490, 'start': 1672679472, 'end': 1672938672, 'choices': ['Valid', 'Invalid']}"
0x56446712B219fcC34a5604f5E7AF5d50d65B6647,1,1672867239,"{'id': '0xb74e685ab7d692faea56a2f3051de00cf9c84f102259c8644c6bc5cb253bd04b', 'title': '[Epoch-15] MerkleTree Notarization', 'author': '0x0810C422E4abD05c752618B403d26cf60bB50B5C', 'created': 1672679490, 'start': 1672679472, 'end': 1672938672, 'choices': ['Valid', 'Invalid']}"
