address,token_address,token_symbol,token_decimals,token_amount,token_decayed_amount,token_lock_amount,token_lock_lockDuration,token_lock_lockedAt
0xF17634aBF9e946B7dF3ef8a925dcE69D6Ab27D60,0x25d46ef3229F16846Da3F6ff616946564164Cc06,ARV,18,1500000000000000000000,604930197287100000000,1500000000000000000000,94608000,1674130260
0x957C27D95aF9103Da66C638EbF77a86e2916749f,0x25d46ef3229F16846Da3F6ff616946564164Cc06,ARV,18,1000000000000000000000,403286798191400000000,1000000000000000000000,94608000,1674135888
0x63BCe354DBA7d6270Cb34dAA46B869892AbB3A79,0x25d46ef3229F16846Da3F6ff616946564164Cc06,ARV,18,1000000000000000000000,403286798191400000000,1000000000000000000000,94608000,1674130260
0x91d1608675646b73069CaD97c88Daeb42418754f,0x25d46ef3229F16846Da3F6ff616946564164Cc06,ARV,18,100000000000000000000,40328679819140000000,100000000000000000000,94608000,1674130260
0x4A1c900Ee1042dC2BA405821F0ea13CfBADCAb7B,0x25d46ef3229F16846Da3F6ff616946564164Cc06,ARV,18,100000000000000000000,40328679819140000000,100000000000000000000,94608000,1674130272
0x29Ea52B9Dca26742021E8e43935F35553eE1D142,0x25d46ef3229F16846Da3F6ff616946564164Cc06,ARV,18,100000000000000000000,40328679819140000000,100000000000000000000,94608000,1674130260
