id,title,author,created,start,end,choices
0xb74e685ab7d692faea56a2f3051de00cf9c84f102259c8644c6bc5cb253bd04b,[Epoch-15] MerkleTree Notarization,0x0810C422E4abD05c752618B403d26cf60bB50B5C,1672679490,1672679472,1672938672,"['Valid', 'Invalid']"
