id,title,author,created,start,end,choices
0x211ad05fd86fc4ab178819b3df673b6346f0f85e3dc1efa89c5d4c172ab3f308,[Gate 1] Change SLICE redemption asset to BCP,0xa6D1FEda6fc70680816eF6A23faf5e454e2f9C09,1655894776,1655902800,1656507600,"['FOR (Change to BCP)', 'AGAINST (Keep PLAY)', 'MORE INFORMATION']"
0xf30be8b6cd78b30802c83b32681ed3e115456a0847228abb72cb1d1883906c3d,[Epoch-8] MerkleTree Notarization,0x0810C422E4abD05c752618B403d26cf60bB50B5C,1654510601,1654513200,1654772400,"['Valid', 'Invalid']"
